event_id,customer_id,event_time,event_type,session_id,duration_ms
E002233,C0098,2025-06-16T03:42:53,page_view,S01155,1308
E002234,C0381,2025-06-22T08:39:31,checkout,S01091,5497
E002235,C0224,2025-06-23T08:15:36,page_view,S00633,3020
E002236,C0035,2025-06-25T22:15:13,checkout,S01071,7417
E002237,C0370,2025-06-08T17:12:35,error,S00265,74208
E002238,C0430,2025-06-30T10:28:36,logout,S00812,2671
E002239,C0357,2025-06-25T23:12:22,page_view,S01169,6652
E002240,C0216,2025-06-08T17:27:02,add_to_cart,S00345,2054
E002241,C0498,2025-06-21T20:14:38,checkout,S01124,305
E002242,C0193,2025-06-14T14:09:59,login,S00600,1407
E002243,C0476,2025-06-26T01:35:44,login,S00395,1768
E002244,C0359,2025-06-01T02:53:54,logout,S00438,3195
E002245,C0337,2025-06-05T04:43:24,logout,S00185,3093
E002246,C0240,2025-06-27T06:10:25,add_to_cart,S00782,4151
E002247,C0422,2025-06-18T13:32:37,checkout,S00849,6781
E002248,C0319,2025-06-27T15:21:03,login,S00313,4913
E002249,C0121,2025-06-07T11:33:33,add_to_cart,S00971,3819
E002250,C0061,2025-06-22T20:38:56,logout,S00056,5167
E002251,C0078,2025-06-09T07:32:08,logout,S00116,1917
E002252,C0019,2025-06-21T19:08:15,error,S01111,2641
E002253,C0322,2025-06-22T17:58:56,logout,S00575,505
E002254,C0415,2025-06-23T14:56:50,error,S00532,3708
E002255,C0037,2025-06-22T14:39:38,checkout,S00415,3496
E002256,C0304,2025-06-26T11:28:22,logout,S01108,684
E002257,C0320,2025-06-02T22:21:37,add_to_cart,S00948,6955
E002258,C0264,2025-06-04T05:15:19,checkout,S01012,2939
E002259,C0309,2025-06-03T19:39:57,checkout,S01045,4619
E002260,C0312,2025-06-19T23:05:22,logout,S00431,1423
E002261,C0259,2025-06-13T19:05:11,login,S00421,4559
E002262,C0269,2025-06-02T02:37:37,page_view,S00981,7105
E002263,C0205,2025-06-04T20:21:37,login,S00223,1286
E002264,C0093,2025-06-06T13:25:16,error,S00058,7714
E002265,C0324,2025-06-17T04:50:05,logout,S00205,6097
E002266,C0080,2025-06-28T12:41:14,logout,S00793,5350
E002267,C0434,2025-06-05T18:31:04,page_view,S01001,4234
E002268,C0004,2025-06-20T12:07:09,logout,S00076,3228
E002269,C0448,2025-06-06T17:58:16,add_to_cart,S00450,435
E002270,C0247,2025-06-08T02:57:29,login,S01134,4879
E002271,C0311,2025-06-12T05:05:49,error,S01048,1884
E002272,C0340,2025-06-22T04:44:40,login,S00095,5467
E002273,C0125,2025-06-16T08:22:46,checkout,S00943,412
E002274,C0262,2025-06-30T19:34:32,error,S00462,3439
E002275,C0499,2025-06-10T06:32:29,login,S00028,2821
E002276,C0410,2025-06-24T15:12:28,page_view,S00350,3672
E002277,C0431,2025-06-11T14:00:43,checkout,S00088,870
E002278,C0349,2025-06-16T10:50:12,page_view,S00733,3654
E002279,C0066,2025-06-05T13:04:06,logout,S00456,4349
E002280,C0265,2025-06-14T07:03:23,checkout,S00092,5873
E002281,C0160,2025-06-18T20:20:12,page_view,S00157,4220
E002282,C0160,2025-06-04T02:26:19,page_view,S00210,2577
E002283,C0386,2025-06-08T09:32:26,error,S00661,7719
E002284,C0436,2025-06-03T09:20:41,login,S00234,1675
E002285,C0167,2025-06-20T02:30:42,logout,S00153,6760
E002286,C0381,2025-06-02T19:39:39,login,S00915,4824
E002287,C0276,2025-06-03T14:15:30,add_to_cart,S00620,7207
E002288,C0412,2025-06-13T23:05:19,checkout,S00540,2975
E002289,C0211,2025-06-23T23:07:06,page_view,S00475,4756
E002290,C0420,2025-06-21T13:07:54,checkout,S00045,5994
E002291,C0034,2025-06-21T23:19:26,logout,S00654,1835
E002292,C0246,2025-06-11T14:43:19,error,S00427,6262
E002293,C0445,2025-06-06T18:40:27,login,S00750,2958
E002294,C0232,2025-06-08T18:36:28,error,S00302,4976
E002295,C0340,2025-06-22T07:41:03,login,S01146,1963
E002296,C0397,2025-06-11T02:46:37,logout,S00182,5871
E002297,C0170,2025-06-28T03:31:39,error,S00624,3067
E002298,C0329,2025-06-08T22:41:52,add_to_cart,S00615,6780
E002299,C0047,2025-06-19T05:58:22,checkout,S00142,7050
E002300,C0282,2025-06-17T20:14:13,logout,S00507,5184
E002301,C0299,2025-06-22T00:19:08,login,S00425,6579
E002302,C0154,2025-06-15T03:46:54,login,S00522,6560
E002303,C0200,2025-06-09T13:51:14,error,S01173,6006
E002304,C0183,2025-06-27T10:42:08,error,S00998,2371
E002305,C0138,2025-06-30T14:25:16,login,S00007,991
E002306,C0173,2025-06-01T15:17:42,add_to_cart,S00158,7818
E002307,C0263,2025-06-05T13:34:06,page_view,S00588,3363
E002308,C0457,2025-06-05T19:12:20,checkout,S00561,1917
E002309,C0342,2025-06-24T06:40:22,page_view,S00523,3217
E002310,C0419,2025-06-28T07:18:17,login,S00590,1716
E002311,C0014,2025-06-07T05:40:06,add_to_cart,S01098,4895
E002312,C0208,2025-06-15T00:15:41,add_to_cart,S00413,5493
E002313,C0395,2025-06-02T09:24:18,error,S00713,6701
E002314,C0497,2025-06-02T10:27:06,logout,S00788,4761
E002315,C0363,2025-06-10T02:03:45,add_to_cart,S00852,1004
E002316,C0194,2025-06-22T23:06:26,error,S00774,3815
E002317,C0213,2025-06-21T02:11:06,page_view,S00286,3617
E002318,C0161,2025-06-20T03:13:31,add_to_cart,S00066,7547
E002319,C0069,2025-06-07T05:08:15,add_to_cart,S00551,1144
E002320,C0315,2025-06-29T13:30:57,add_to_cart,S00897,4508
E002321,C0498,2025-06-21T13:16:10,login,S01000,4586
E002322,C0184,2025-06-30T23:05:11,login,S00927,6115
E002323,C0315,2025-06-04T12:04:49,checkout,S00566,2732
E002324,C0417,2025-06-20T14:14:03,page_view,S00337,1035
E002325,C0109,2025-06-12T21:48:38,page_view,S00938,6414
E002326,C0156,2025-06-20T04:44:09,checkout,S00287,7488
E002327,C0445,2025-06-19T07:06:48,logout,S00786,6714
E002328,C0127,2025-06-24T18:26:39,add_to_cart,S00137,6207
E002329,C0291,2025-06-29T09:03:27,error,S00782,6458
E002330,C0458,2025-06-30T17:25:42,logout,S00324,5241
E002331,C0328,2025-06-09T20:52:11,login,S00539,4031
E002332,C0416,2025-06-05T11:58:54,page_view,S00444,2496
E002333,C0475,2025-06-27T13:58:08,error,S00686,51724
E002334,C0176,2025-06-04T02:02:10,add_to_cart,S00556,6018
E002335,C0400,2025-06-15T00:10:59,logout,S00818,7630
E002336,C0247,2025-06-07T19:54:22,logout,S00469,1529
E002337,C0294,2025-06-01T00:55:28,add_to_cart,S00479,2513
E002338,C0034,2025-06-13T06:24:22,login,S00172,7628
E002339,C0192,2025-06-24T09:48:20,add_to_cart,S00305,2445
E002340,C0184,2025-06-05T12:06:50,logout,S00938,987
E002341,C0270,2025-06-26T02:25:01,checkout,S00438,3872
E002342,C0033,2025-06-07T12:08:11,checkout,S00029,7216
E002343,C0299,2025-06-16T15:25:33,login,S00892,2388
E002344,C0218,2025-06-05T14:24:06,error,S01083,4259
E002345,C0412,2025-06-19T03:42:48,page_view,S01098,4162
E002346,C0246,2025-06-12T19:21:31,logout,S00173,752
E002347,C0167,2025-06-05T11:18:12,add_to_cart,S00888,7736
E002348,C0247,2025-06-26T23:09:28,page_view,S00031,3429
E002349,C0249,2025-06-27T15:03:09,page_view,S00093,685
E002350,C0315,2025-06-20T16:18:45,login,S00617,5218
E002351,C0066,2025-06-17T01:15:24,page_view,S00833,6283
E002352,C0329,2025-06-27T14:22:05,add_to_cart,S00877,5388
E002353,C0421,2025-06-29T01:38:08,error,S00148,5428
E002354,C0191,2025-06-13T18:44:27,add_to_cart,S00026,1518
E002355,C0207,2025-06-02T14:43:40,page_view,S00379,482
E002356,C0491,2025-06-25T09:06:29,error,S00687,3586
E002357,C0466,2025-06-01T21:58:53,add_to_cart,S00345,5581
E002358,C0148,2025-06-05T15:21:16,add_to_cart,S00056,835
E002359,C0207,2025-06-20T20:21:13,checkout,S00155,3985
E002360,C0132,2025-06-16T12:32:44,add_to_cart,S00040,6100
E002361,C0049,2025-06-20T12:07:31,add_to_cart,S01064,3526
E002362,C0073,2025-06-07T05:58:31,checkout,S00077,1161
E002363,C0017,2025-06-16T12:15:47,logout,S00268,1951
E002364,C0095,2025-06-09T13:10:20,add_to_cart,S00057,436
E002365,C0049,2025-06-30T19:18:09,page_view,S00234,6255
E002366,C0389,2025-06-11T02:01:41,add_to_cart,S00458,2147
E002367,C0295,2025-06-05T21:42:25,add_to_cart,S00745,1626
E002368,C0093,2025-06-26T02:22:32,page_view,S00440,3153
E002369,C0082,2025-06-12T19:24:53,checkout,S00844,6054
E002370,C0348,2025-06-14T18:04:40,checkout,S00381,2780
E002371,C0257,2025-06-20T09:42:59,checkout,S00907,2494
E002372,C0220,2025-06-01T05:47:53,logout,S00881,1469
E002373,C0220,2025-06-10T09:14:30,page_view,S01195,2242
E002374,C0487,2025-06-18T07:28:47,login,S00970,2077
E002375,C0321,2025-06-12T18:32:11,logout,S00739,2316
E002376,C0091,2025-06-23T21:48:02,login,S00189,6852
E002377,C0172,2025-06-09T14:52:35,login,S00760,3192
E002378,C0417,2025-06-17T03:24:31,checkout,S01000,4659
E002379,C0392,2025-06-19T22:29:02,add_to_cart,S01047,7917
E002380,C0032,2025-06-21T05:19:21,checkout,S00969,3461
E002381,C0401,2025-06-18T22:28:05,logout,S00760,1845
E002382,C0082,2025-06-15T00:10:39,checkout,S00807,7243
E002383,C0223,2025-06-16T10:14:29,add_to_cart,S01150,5513
E002384,C0298,2025-06-20T19:01:50,logout,S01130,1092
E002385,C0455,2025-06-17T11:03:40,checkout,S00415,6177
E002386,C0450,2025-06-19T20:21:09,add_to_cart,S00610,4095
E002387,C0053,2025-06-17T10:40:40,error,S00938,3939
E002388,C0443,2025-06-21T07:24:37,error,S01121,7839
E002389,C0477,2025-06-11T21:41:03,error,S00587,2704
E002390,C0211,2025-06-27T15:04:56,login,S00505,2741
E002391,C0343,2025-06-29T01:07:43,page_view,S00806,264
E002392,C0375,2025-06-27T03:16:52,login,S00485,1255
E002393,C0316,2025-06-30T12:51:32,logout,S00159,6210
E002394,C0213,2025-06-05T16:03:34,error,S01025,2953
E002395,C0043,2025-06-05T22:15:47,logout,S00403,3274
E002396,C0356,2025-06-23T10:09:28,page_view,S01019,774
E002397,C0413,2025-06-11T02:35:34,page_view,S00966,3932
E002398,C0354,2025-06-09T01:27:28,page_view,S00196,6398
E002399,C0141,2025-06-27T00:50:28,login,S01135,5076
E002400,C0463,2025-06-01T22:15:06,login,S00564,4604
E002401,C0294,2025-06-11T02:20:42,page_view,S00585,1015
E002402,C0204,2025-06-10T12:53:30,login,S00813,4900
E002403,C0095,2025-06-16T16:41:20,add_to_cart,S01185,5312
E002404,C0426,2025-06-08T23:35:43,checkout,S00706,3233
E002405,C0385,2025-06-20T16:23:40,add_to_cart,S00223,1730
E002406,C0236,2025-06-07T17:35:27,logout,S00616,6178
E002407,C0006,2025-06-11T10:45:46,checkout,S01036,3289
E002408,C0434,2025-06-04T21:07:04,error,S00848,5520
E002409,C0360,2025-06-19T14:32:21,login,S00182,5936
E002410,C0318,2025-06-20T21:40:56,page_view,S00844,3748
E002411,C0350,2025-06-27T17:36:59,add_to_cart,S00228,1886
E002412,C0017,2025-06-06T02:11:35,add_to_cart,S00717,7880
E002413,C0403,2025-06-28T17:31:07,error,S00506,275
E002414,C0291,2025-06-30T04:57:07,page_view,S00167,2279
E002415,C0100,2025-06-11T23:48:00,checkout,S00442,1947
E002416,C0244,2025-06-21T08:28:32,add_to_cart,S00561,6875
E002417,C0274,2025-06-05T20:57:49,logout,S01118,2355
E002418,C0409,2025-06-13T21:05:58,page_view,S00890,775
E002419,C0253,2025-06-30T03:37:40,checkout,S01115,1823
E002420,C0047,2025-06-06T00:51:13,checkout,S01185,3330
E002421,C0336,2025-06-29T15:46:00,page_view,S00098,5480
E002422,C0435,2025-06-16T02:58:57,add_to_cart,S00080,5425
E002423,C0078,2025-06-26T17:04:17,login,S00855,4652
E002424,C0475,2025-06-06T18:43:35,page_view,S00149,3361
E002425,C0449,2025-06-30T05:38:21,add_to_cart,S00250,374
E002426,C0489,2025-06-10T17:41:00,error,S00675,2162
E002427,C0155,2025-06-27T20:53:39,page_view,S00430,2189
E002428,C0164,2025-06-10T14:04:58,error,S00980,661
E002429,C0290,2025-06-05T16:02:39,logout,S00205,4028
E002430,C0106,2025-06-27T09:16:33,checkout,S00985,3180
E002431,C0051,2025-06-05T04:40:31,add_to_cart,S00277,6527
E002432,C0401,2025-06-05T17:53:59,page_view,S00278,4825
E002433,C0156,2025-06-23T12:31:05,add_to_cart,S01067,5530
E002434,C0285,2025-06-05T06:50:09,add_to_cart,S01093,2420
E002435,C0236,2025-06-15T12:26:47,login,S00154,2647
E002436,C0396,2025-06-30T11:52:21,login,S01045,1795
E002437,C0189,2025-06-24T19:53:33,login,S00385,3167
E002438,C0310,2025-06-04T11:35:31,page_view,S00077,2006
E002439,C0471,2025-06-25T05:44:47,page_view,S00777,2521
E002440,C0063,2025-06-29T00:56:50,error,S00311,2395
E002441,C0061,2025-06-17T21:51:30,page_view,S00487,2376
E002442,C0043,2025-06-17T06:54:13,login,S00888,1834
E002443,C0495,2025-06-10T00:10:36,logout,S00519,3232
E002444,C0417,2025-06-17T17:14:53,checkout,S00360,2811
E002445,C0388,2025-06-25T02:52:12,page_view,S00005,6108
E002446,C0072,2025-06-18T15:15:24,page_view,S00956,2368
E002447,C0299,2025-06-27T08:24:42,checkout,S01067,4942
E002448,C0270,2025-06-18T10:08:05,checkout,S01038,3539
E002449,C0292,2025-06-30T00:35:08,page_view,S00757,1859
E002450,C0055,2025-06-29T16:23:12,checkout,S00887,5200
E002451,C0232,2025-06-17T21:17:44,login,S00427,7742
E002452,C0188,2025-06-18T16:09:45,add_to_cart,S00378,6425
E002453,C0230,2025-06-05T04:41:20,login,S00273,3782
E002454,C0390,2025-06-18T13:19:26,checkout,S00784,3368
E002455,C0448,2025-06-01T09:18:53,page_view,S00170,3952
E002456,C0151,2025-06-14T07:45:45,page_view,S00775,961
E002457,C0261,2025-06-21T10:28:35,page_view,S01049,7104
E002458,C0228,2025-06-05T23:32:46,error,S00844,7233
E002459,C0210,2025-06-27T06:53:16,checkout,S00206,4961
E002460,C0249,2025-06-07T13:57:25,login,S00835,4443
E002461,C0087,2025-06-10T07:53:56,page_view,S00720,4158
E002462,C0446,2025-06-08T19:58:19,logout,S00304,1196
E002463,C0093,2025-06-09T11:52:38,page_view,S01098,4605
E002464,C0143,2025-06-23T20:48:15,logout,S00395,2726
E002465,C0184,2025-06-30T10:02:10,page_view,S00003,4891
E002466,C0140,2025-06-05T11:30:06,logout,S00549,369
E002467,C0232,2025-06-30T09:16:18,checkout,S00209,6624
E002468,C0361,2025-06-06T14:31:19,error,S00061,7717
E002469,C0423,2025-06-16T06:19:27,login,S00299,1641
E002470,C0085,2025-06-26T18:12:30,page_view,S00895,4900
E002471,C0149,2025-06-06T17:05:02,error,S00737,5289
E002472,C0490,2025-06-24T18:09:47,logout,S00952,4609
E002473,C0269,2025-06-12T15:55:40,logout,S00036,289
E002474,C0436,2025-06-04T12:48:14,page_view,S00590,244
E002475,C0466,2025-06-16T23:48:42,logout,S00682,2037
E002476,C0447,2025-06-07T03:05:21,page_view,S00538,6494
E002477,C0148,2025-06-23T19:02:35,login,S00590,4602
E002478,C0376,2025-06-07T06:10:15,page_view,S01045,4560
E002479,C0346,2025-06-27T23:09:51,page_view,S00790,7638
E002480,C0114,2025-06-17T17:12:00,logout,S00052,4127
E002481,C0345,2025-06-12T00:52:31,page_view,S00299,3856
E002482,C0050,2025-06-11T18:33:14,error,S00911,6799
E002483,C0129,2025-06-12T15:05:48,logout,S01180,6783
E002484,C0008,2025-06-16T11:35:16,checkout,S00706,6720
E002485,C0469,2025-06-24T22:22:16,logout,S00627,6474
E002486,C0358,2025-06-02T00:17:55,add_to_cart,S01180,4512
E002487,C0459,2025-06-01T00:46:19,login,S01161,6883
E002488,C0327,2025-06-03T08:54:05,add_to_cart,S01065,5698
E002489,C0312,2025-06-27T08:53:57,page_view,S00100,3565
E002490,C0199,2025-06-17T02:17:41,add_to_cart,S00927,3493
E002491,C0388,2025-06-14T06:29:50,page_view,S00170,3091
E002492,C0205,2025-06-16T10:54:05,page_view,S00457,1228
E002493,C0215,2025-06-28T04:36:32,logout,S00120,616
E002494,C0072,2025-06-18T08:46:02,logout,S00575,1851
E002495,C0100,2025-06-24T05:58:16,logout,S00330,5971
E002496,C0328,2025-06-30T18:02:41,checkout,S00618,7004
E002497,C0236,2025-06-25T05:15:26,checkout,S00019,7092
E002498,C0273,2025-06-14T16:32:07,error,S00289,5582
E002499,C0462,2025-06-13T03:53:28,logout,S00010,1476
E002500,C0393,2025-06-02T13:10:39,error,S00259,2293
E002501,C0158,2025-06-06T08:52:15,add_to_cart,S00816,5949
E002502,C0308,2025-06-06T05:50:36,checkout,S00940,2733
E002503,C0145,2025-06-29T09:31:36,add_to_cart,S01022,7653
E002504,C0289,2025-06-19T09:21:41,add_to_cart,S00756,172
E002505,C0232,2025-06-03T23:34:33,add_to_cart,S00454,2009
E002506,C0337,2025-06-08T00:14:12,error,S00597,5133
E002507,C0184,2025-06-09T19:12:36,page_view,S00660,7676
E002508,C0328,2025-06-27T02:36:22,logout,S00793,7599
E002509,C0116,2025-06-03T05:41:56,add_to_cart,S00892,2339
E002510,C0201,2025-06-09T22:10:01,logout,S00186,7462
E002511,C0227,2025-06-08T16:00:13,add_to_cart,S00285,862
E002512,C0425,2025-06-07T08:39:05,login,S00951,266
E002513,C0278,2025-06-09T14:01:33,error,S00494,7465
E002514,C0303,2025-06-09T13:09:47,logout,S00430,7421
E002515,C0244,2025-06-01T05:46:19,add_to_cart,S00727,3295
E002516,C0385,2025-06-02T14:28:03,add_to_cart,S00322,1814
E002517,C0257,2025-06-03T04:36:45,checkout,S00016,2524
E002518,C0095,2025-06-08T08:11:18,error,S01199,419
E002519,C0025,2025-06-06T03:46:55,add_to_cart,S00434,4772
E002520,C0192,2025-06-11T22:57:04,page_view,S00127,4059
E002521,C0002,2025-06-03T19:43:55,error,S01192,5343
E002522,C0332,2025-06-17T13:58:59,add_to_cart,S00378,3574
E002523,C0431,2025-06-17T12:43:30,error,S00576,3134
E002524,C0359,2025-06-24T21:29:19,checkout,S00725,574
E002525,C0497,2025-06-30T02:42:12,logout,S00293,69458
E002526,C0117,2025-06-01T00:32:53,checkout,S00445,2390
E002527,C0070,2025-06-12T09:01:03,error,S00960,728
E002528,C0239,2025-06-26T22:42:29,checkout,S00772,6344
E002529,C0149,2025-06-22T09:54:34,add_to_cart,S00910,6062
E002530,C0007,2025-06-06T17:47:39,checkout,S00402,5087
E002531,C0347,2025-06-30T19:41:12,page_view,S00925,5778
E002532,C0499,2025-06-25T05:19:21,error,S00877,3555
E002533,C0175,2025-06-03T20:03:23,login,S00857,2872
E002534,C0035,2025-06-07T01:39:38,add_to_cart,S01135,267
E002535,C0045,2025-06-16T14:10:09,login,S00152,3955
E002536,C0409,2025-06-03T21:45:30,page_view,S00234,1326
E002537,C0201,2025-06-24T05:26:48,login,S00050,5178
E002538,C0198,2025-06-24T04:42:16,checkout,S00504,5232
E002539,C0070,2025-06-08T08:07:27,page_view,S01105,1675
E002540,C0183,2025-06-29T10:28:33,add_to_cart,S00776,1322
E002541,C0420,2025-06-26T02:08:06,logout,S00753,5952
E002542,C0213,2025-06-11T17:05:58,page_view,S00586,7517
E002543,C0434,2025-06-08T09:21:04,page_view,S00083,5016
E002544,C0015,2025-06-12T21:15:38,add_to_cart,S01167,3765
E002545,C0386,2025-06-27T02:40:07,add_to_cart,S00499,4675
E002546,C0360,2025-06-04T13:13:31,login,S00706,1747
E002547,C0307,2025-06-25T09:06:39,logout,S00428,7025
E002548,C0065,2025-06-24T05:46:53,error,S00529,6234
E002549,C0053,2025-06-24T19:55:36,error,S01018,5449
E002550,C0212,2025-06-17T15:02:22,checkout,S00431,4720
E002551,C0471,2025-06-26T10:15:46,page_view,S00563,1192
E002552,C0342,2025-06-02T11:20:29,checkout,S00336,6722
E002553,C0359,2025-06-21T18:37:17,login,S00912,3268
E002554,C0444,2025-06-11T16:42:06,page_view,S00296,7189
E002555,C0250,2025-06-09T21:18:07,checkout,S00452,2340
E002556,C0493,2025-06-13T01:59:52,checkout,S00804,4055
E002557,C0161,2025-06-19T17:36:33,login,S00533,5076
E002558,C0271,2025-06-22T10:08:11,login,S00328,4238
E002559,C0085,2025-06-14T12:41:17,checkout,S00753,6719
E002560,C0426,2025-06-06T20:10:32,error,S00283,227
E002561,C0162,2025-06-01T06:46:23,add_to_cart,S01163,7902
E002562,C0215,2025-06-16T20:58:19,checkout,S00225,3188
E002563,C0074,2025-06-03T15:11:24,add_to_cart,S00917,7147
E002564,C0449,2025-06-21T06:52:40,logout,S00474,5874
E002565,C0379,2025-06-16T12:20:01,login,S01197,5802
E002566,C0399,2025-06-11T11:05:18,checkout,S00284,2158
E002567,C0038,2025-06-07T08:36:53,login,S00761,4764
E002568,C0462,2025-06-01T05:05:30,add_to_cart,S00600,1574
E002569,C0458,2025-06-24T22:53:05,error,S00013,3830
E002570,C0147,2025-06-17T17:49:28,login,S00281,4086
E002571,C0192,2025-06-06T15:24:11,error,S00107,7128
E002572,C0235,2025-06-02T04:13:36,logout,S01085,1717
E002573,C0069,2025-06-05T13:03:37,error,S00295,2447
E002574,C0397,2025-06-12T19:08:00,error,S00320,1631
E002575,C0356,2025-06-03T17:21:41,error,S00553,7639
E002576,C0163,2025-06-04T02:36:06,login,S00820,5929
E002577,C0393,2025-06-22T14:46:25,login,S00450,146
E002578,C0344,2025-06-07T19:50:23,logout,S00874,7002
E002579,C0103,2025-06-01T05:03:41,add_to_cart,S00311,974
E002580,C0014,2025-06-03T09:06:04,error,S01061,7351
E002581,C0150,2025-06-25T10:28:47,login,S00519,7571
E002582,C0396,2025-06-27T08:48:01,add_to_cart,S00867,1717
E002583,C0435,2025-06-22T21:52:16,page_view,S01044,5585
E002584,C0086,2025-06-27T05:26:43,error,S00176,5008
E002585,C0358,2025-06-11T00:59:32,checkout,S00519,3172
E002586,C0311,2025-06-14T21:15:39,logout,S00273,7346
E002587,C0013,2025-06-28T07:07:00,checkout,S01164,3084
E002588,C0367,2025-06-03T12:34:57,add_to_cart,S00536,981
E002589,C0319,2025-06-18T22:36:17,logout,S00441,6305
E002590,C0192,2025-06-03T10:09:33,page_view,S00159,6807
E002591,C0056,2025-06-17T02:34:39,login,S00707,2440
E002592,C0403,2025-06-26T18:11:22,error,S00123,5910
E002593,C0277,2025-06-03T08:50:29,error,S01044,1825
E002594,C0296,2025-06-02T17:37:10,page_view,S00126,2391
E002595,C0145,2025-06-03T23:34:40,checkout,S00831,2277
E002596,C0198,2025-06-25T16:59:39,add_to_cart,S00677,2834
E002597,C0098,2025-06-26T08:41:15,checkout,S01055,5246
E002598,C0331,2025-06-11T13:06:16,checkout,S00722,3960
E002599,C0259,2025-06-03T10:10:58,error,S00025,1664
E002600,C0053,2025-06-20T13:53:49,login,S00578,4279
E002601,C0230,2025-06-06T08:08:50,login,S01125,4039
E002602,C0135,2025-06-02T18:02:59,logout,S00077,797
E002603,C0080,2025-06-23T10:57:21,page_view,S00830,6524
E002604,C0460,2025-06-30T10:24:05,error,S00419,4368
E002605,C0248,2025-06-05T23:48:23,checkout,S01057,3621
E002606,C0476,2025-06-19T21:31:24,logout,S00866,3525
E002607,C0058,2025-06-05T03:15:02,login,S00899,4709
E002608,C0183,2025-06-29T02:44:59,add_to_cart,S00408,6078
E002609,C0082,2025-06-21T02:08:20,page_view,S00658,587
E002610,C0443,2025-06-02T08:43:12,logout,S00425,2776
E002611,C0192,2025-06-10T04:53:23,logout,S00138,2143
E002612,C0302,2025-06-17T21:11:24,error,S00308,3506
E002613,C0280,2025-06-18T22:38:08,add_to_cart,S00507,2072
E002614,C0297,2025-06-29T19:12:22,add_to_cart,S00579,6361
E002615,C0082,2025-06-19T19:55:55,page_view,S00959,3328
E002616,C0464,2025-06-24T09:32:41,page_view,S00677,2795
E002617,C0277,2025-06-13T23:52:30,logout,S00994,7660
E002618,C0310,2025-06-11T02:21:28,add_to_cart,S00014,85
E002619,C0078,2025-06-26T00:31:45,login,S00367,2843
E002620,C0246,2025-06-19T15:40:55,error,S00455,3572
E002621,C0131,2025-06-16T08:55:50,error,S00126,620
E002622,C0085,2025-06-16T12:45:05,checkout,S00615,1080
E002623,C0219,2025-06-06T04:04:33,logout,S00957,7982
E002624,C0419,2025-06-10T05:52:57,logout,S01156,7761
E002625,C0474,2025-06-23T21:48:17,page_view,S00936,1074
E002626,C0392,2025-06-11T20:41:58,add_to_cart,S00991,4601
E002627,C0407,2025-06-24T01:33:00,error,S00238,3893
E002628,C0062,2025-06-25T08:00:48,add_to_cart,S00985,2446
E002629,C0335,2025-06-25T11:08:57,page_view,S00126,7599
E002630,C0005,2025-06-22T11:38:57,page_view,S00099,7483
E002631,C0424,2025-06-07T20:55:29,add_to_cart,S00397,5918
E002632,C0152,2025-06-15T02:11:09,error,S00107,4054
E002633,C0179,2025-06-24T11:14:05,error,S00916,7003
E002634,C0241,2025-06-05T13:26:34,error,S00875,6254
E002635,C0479,2025-06-06T20:10:14,error,S00973,5602
E002636,C0056,2025-06-19T06:18:09,login,S00717,3038
E002637,C0396,2025-06-20T08:35:24,login,S00607,3348
E002638,C0021,2025-06-30T11:30:14,login,S01074,5042
E002639,C0438,2025-06-12T09:14:44,checkout,S00033,1645
E002640,C0009,2025-06-30T20:31:08,add_to_cart,S00577,5894
E002641,C0484,2025-06-07T17:15:32,error,S00747,5575
E002642,C0101,2025-06-23T06:38:56,error,S00374,5162
E002643,C0066,2025-06-05T06:48:40,checkout,S00500,4796
E002644,C0320,2025-06-01T15:28:42,error,S00583,3807
E002645,C0245,2025-06-12T19:24:10,page_view,S00686,3501
E002646,C0253,2025-06-29T11:36:22,checkout,S00077,986
E002647,C0382,2025-06-05T16:03:39,error,S00311,409
E002648,C0215,2025-06-01T10:23:05,add_to_cart,S00822,301
E002649,C0179,2025-06-28T05:03:32,error,S00536,4734
E002650,C0433,2025-06-23T18:06:20,login,S01140,7502
E002651,C0471,2025-06-10T20:52:15,logout,S01025,1857
E002652,C0366,2025-06-11T01:11:28,page_view,S00383,2984
E002653,C0056,2025-06-14T18:31:13,logout,S00187,4723
E002654,C0419,2025-06-13T05:46:30,error,S01035,3199
E002655,C0474,2025-06-21T01:22:30,checkout,S00492,5240
E002656,C0416,2025-06-08T13:28:51,page_view,S01014,237
E002657,C0355,2025-06-07T17:36:27,login,S00748,6745
E002658,C0075,2025-06-26T04:02:07,logout,S00683,1213
E002659,C0136,2025-06-29T18:00:54,error,S01021,7436
E002660,C0343,2025-06-07T05:45:17,error,S00290,42253
E002661,C0011,2025-06-27T12:15:27,page_view,S00623,3254
E002662,C0342,2025-06-19T07:13:31,page_view,S00050,6520
E002663,C0287,2025-06-17T09:42:21,add_to_cart,S01015,2342
E002664,C0450,2025-06-06T13:27:02,add_to_cart,S00117,3332
E002665,C0451,2025-06-10T14:51:30,login,S00445,1970
E002666,C0196,2025-06-30T01:02:17,add_to_cart,S00027,5888
E002667,C0046,2025-06-03T19:49:20,logout,S00108,515
E002668,C0270,2025-06-29T21:26:42,logout,S00909,4872
E002669,C0267,2025-06-06T12:46:14,logout,S00092,60297
E002670,C0089,2025-06-26T13:40:54,add_to_cart,S00688,5323
E002671,C0358,2025-06-14T12:41:04,logout,S00369,578
E002672,C0320,2025-06-03T10:55:15,page_view,S00538,5142
E002673,C0362,2025-06-11T17:02:48,login,S00182,5238
